claim_id,date,claim_product_line,claim_product,client_segment,client_location,client_sex,client_age,body,label
617,2016/9/28,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,40,I found something like hair inside the cup of ice cream.,contamination_tampering
618,2016/9/28,Pastry,pastry,Silver Card Member,Manhattan,Female,60, Two pieces of bread missing from a 10-pack.,amount.shortage
619,2016/9/28,Tea,lemon tea,Silver Card Member,Bronx,Male,20,"I like to buy tea from ABCDE confectionery company, but this time there was no straw attached to the pack.",package_container
620,2016/9/29,Ice cream,vanilla ice cream,Golden Card Member,Manhattan,Female,20, Three cups missing from a half-dozen-pack of ice cream.,amount.shortage
621,2016/9/29,Ice cream,vanilla ice cream,Silver Card Member,Queens,Male,30,The inside of the container was dirty.,package_container.dirt
622,2016/9/30,Jelly,fruit jelly,Silver Card Member,Brooklyn,Female,20,The bag was already torn.,package_container.torn
623,2016/10/1,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,30, There was something that looked like a nail inside the cup of ice cream.,contamination_tampering
624,2016/10/1,Chocolate,chocolate cookie,Silver Card Member,Manhattan,Female,70,"I bought fruit jelly, but the inside of the container was dirty. I would like it exchanged.",package_container.dirt
625,2016/10/1,N/A,N/A,Golden Card Member,Bronx,Male,30, Why doesn't ABCDE confectionery company lower prices when the other companies are.,price.lowing_price
626,2016/10/2,Jelly,mint jelly,Silver Card Member,Manhattan,Female,20, I found some hair inside the bag.,contamination_tampering
627,2016/10/2,Cookie,cookie,Silver Card Member,Queens,Male,40,Is soy an ingredient?,other
628,2016/10/2,Juice,apple juice,Silver Card Member,Brooklyn,Female,50," I am a first-time caller. I purchased orange juice at my local PQRST supermarket, but it looked like there was a leak on the outside of the pack.",package_container.leak
629,2016/10/2,Juice,orange juice,Silver Card Member,Bronx,Male,60,"I purchased orange juice at my local PQRST supermarket yesterday, but some juice leaked from the top of the juice pack.",package_container.leak
630,2016/10/2,Tea,lemon tea,Silver Card Member,Manhattan,Female,30, the straw was separated from the container.,package_container
631,2016/10/2,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,50,The ice cream tasted sour.,other
632,2016/10/3,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,60,"When I checked carefully, I found a bruise in the inside of the cup.",package_container.torn
633,2016/10/4,Ice cream,vanilla ice cream,Silver Card Member,Queens,Male,40,I could only find 5 cups in the 6-pack.,amount.shortage
634,2016/10/5,Ice cream,vanilla ice cream,Silver Card Member,Brooklyn,Female,20,"I often buy ice cream, but this time there were only 5 muffins in the  half dozen pack.",amount.shortage
635,2016/10/6,Juice,peach juice,Silver Card Member,Queens,Male,50,There was a dark clump at the bottom of the juice bottle.,package_container
636,2016/10/6,N/A,N/A,N/A,N/A,N/A,N/A,Crank call.,other
637,2016/10/7,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Male,30,There were three cups of ice cream missing from a 6-pack.,amount.shortage
638,2016/10/7,Juice,apple juice,Silver Card Member,Bronx,Female,20,There was some juice leaking from the top of the juice pack. I am wondering if it is okay to drink.,package_container.leak
639,2016/10/7,Minerals,minerals,Silver Card Member,Brooklyn,Male,40,I wish that you could see through the bottle to know how much is left.,package_container
640,2016/10/7,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,50,There was no spoon attached!,package_container
641,2016/10/7,Juice,orange juice,Silver Card Member,Brooklyn,Male,60,"I bought orange juice today, but it had a strange odor.",other
642,2016/10/8,Pastry,pastry,Golden Card Member,Manhattan,Female,40,I am allergic to eggs.  Do you use eggs?,ingredient.allergy
643,2016/10/8,Chocolate,milk chocolate,Golden Card Member,Manhattan,Male,70, There were only 10 pieces in the dozen pack.,amount.shortage
644,2016/10/8,Ice cream,vanilla ice cream,Silver Card Member,Queens,Female,50,"I bought vanilla ice cream, but there were two cups too few in the 6-pack.",amount.shortage
645,2016/10/8,Juice,orange juice,Silver Card Member,Brooklyn,Male,70,"I bought pine juice for my daughter, but when I was holding an unopened pack, the contents leaked from the straw hole. Is it safe?",package_container
646,2016/10/8,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Female,60,The vanilla ice cream had a rancid odor.,other
647,2016/10/9,Jelly,mint jelly,Silver Card Member,Manhattan,Male,20,"I bought mint jelly, but the inside of the container was dirty. Is it okay?",package_container.dirt
648,2016/10/10,Juice,pine juice,Silver Card Member,Bronx,Female,20,"I frequently buy juice made by ABCDE confectionery company, but the contents were leaking from the bottom of the juice pack.",package_container.leak
649,2016/10/10,Chocolate,chocolate muffin,Golden Card Member,Manhattan,Male,20, There was a strange smell.,other
650,2016/10/11,Ice cream,vanilla ice cream,Golden Card Member,Queens,Female,30,There was only half the usual amount.,amount.shortage
651,2016/10/11,Jelly,fruit jelly,Silver Card Member,Brooklyn,Male,30,The inside of the jelly container was a cloudy yellow.,change_of_properties
652,2016/10/11,Pastry,pastry,Silver Card Member,Bronx,Female,40,"I frequently buy pastry, but this time there were only 8 pieces in the 10-pack.",amount.shortage
653,2016/10/11,Juice,orange juice,Silver Card Member,Manhattan,Male,30," The contents leaked from the straw hole, when I was holding an unopened pack.",package_container
654,2016/10/11,Jelly,mint jelly,Silver Card Member,Bronx,Female,50,The bag was already torn.,package_container.torn
655,2016/10/12,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Male,60,"I often buy ice cream, but this time there were only 5 muffins in the  half dozen pack.",amount.shortage
656,2016/10/13,Jelly,fruit jelly,Golden Card Member,Queens,Female,40,"I bought fruit jelly for my son, but there was something like a piece of plastic inside.",contamination_tampering
657,2016/10/14,Ice cream,vanilla ice cream,Golden Card Member,Brooklyn,Male,50,Hair / ice cream cup.,other
658,2016/10/14,Jelly,apple jelly,Silver Card Member,Bronx,Female,50,"In a dozen-pack of jelly, I could only find 9 of them.",amount.shortage
659,2016/10/14,Chocolate,chocolate,Silver Card Member,Manhattan,Male,20,"In a dozen-pack of chocolate, I could only find 9 of them.",amount.shortage
660,2016/10/14,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Female,60, There were only 5 cups in the half-dozen pack.,amount.shortage
661,2016/10/15,Minerals,minerals,Silver Card Member,Manhattan,Male,40,This is my first time calling. I think the bottle cap is on too tight.,package_container
662,2016/10/17,Juice,orange juice,Silver Card Member,Queens,Female,70,I found a dark clump in the bottle.,package_container
663,2016/10/17,N/A,N/A,Not Member,Brooklyn,Male,50,Could you please tell me what additives you are using?,ingredient.additives
664,2016/10/17,Minerals,minerals,Silver Card Member,Bronx,Female,20,I think that the bottle is larger than necessary.,package_container
665,2016/10/17,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,30,The spoon was detached.,package_container
666,2016/10/17,Chocolate,chocolate muffin,Silver Card Member,Bronx,Female,30,There was a strange odor as soon as I opened the bag.,other
667,2016/10/18,Jelly,fruit jelly,Silver Card Member,Manhattan,Male,30,"I am a first-time caller. I bought jelly, but it was empty inside.",amount.empty
668,2016/10/20,Muffin,muffin,Silver Card Member,Queens,Female,40,"I bought muffin, but it was totally dry.",change_of_properties
669,2016/10/20,Ice cream,chocolate ice cream,Silver Card Member,Brooklyn,Male,40, Two cups of ice cream missing from a half-dozen-pack.,amount.shortage
670,2016/10/20,Ice cream,chocolate ice cream,Golden Card Member,Bronx,Female,20, Three cups missing from a half-dozen-pack of ice cream.,amount.shortage
671,2016/10/20,Minerals,minerals,Golden Card Member,Manhattan,Male,20,The bottle cap loosens up easily.,package_container
672,2016/10/21,Minerals,minerals,Silver Card Member,Bronx,Female,30,The bottle cap loosens up easily.,package_container
673,2016/10/21,Tea,lemon tea,Silver Card Member,Manhattan,Male,20,The straw was detached.,package_container
674,2016/10/21,Muffin,muffin,Silver Card Member,Queens,Female,30, I think that the price of your muffin are more expensive than other brands. Why are they?,price.price_general
675,2016/10/22,Muffin,muffin,Golden Card Member,Brooklyn,Male,50,There was something like a piece of thread inside the bag of muffins. There was also some hair inside another time.,contamination_tampering
676,2016/10/22,N/A,N/A,N/A,N/A,N/A,N/A,hung-up call,other
677,2016/10/22,Tea,lemon tea,Silver Card Member,Bronx,Male,60, the straw was detached.,package_container
678,2016/10/23,Juice,orange juice,Silver Card Member,Manhattan,Female,40,"I left the pack in the fridge for about two days without opening the lid, but the contents were leaking from the pack.",package_container.leak
679,2016/10/23,Juice,apple juice,Silver Card Member,Bronx,Male,40, The contents were leaking from the bottom.,package_container.leak
680,2016/10/25,Pastry,pastry,Silver Card Member,Brooklyn,Female,40,Do you use soy as an ingredient?,other
681,2016/10/26,Chocolate,milk chocolate,Silver Card Member,Manhattan,Male,70, There was more in the package than it said on the label. Is it safe to eat?,amount.excess
682,2016/10/26,Minerals,minerals,Silver Card Member,Brooklyn,Female,30,I wish that you could see through the bottle to know how much is left.,package_container
683,2016/10/27,N/A,N/A,Golden Card Member,Manhattan,Male,50,I would like to know what additives are used.,ingredient.additives
684,2016/10/27,Juice,orange juice,Silver Card Member,Queens,Female,50," I left the pack in the refrigerator for about three days without opening the lid, but the contents were leaking from the top of the pack.",package_container.leak
685,2016/10/27,Muffin,muffin,Silver Card Member,Brooklyn,Male,60,There seems to be a mark that the wrapper was cut by a knife or something.,prank
686,2016/10/28,Chocolate,chocolate,Silver Card Member,Bronx,Female,20,"I got a bag of chocolate at a nearby PQRST supermarket, but there was something like a piece of thread inside the bag.",contamination_tampering
687,2016/10/28,Jelly,fruit jelly,Silver Card Member,Manhattan,Male,20,There was something like a piece of thread inside the bag of fruit jelly.,contamination_tampering
688,2016/10/28,Ice cream,chocolate ice cream,Golden Card Member,Bronx,Female,30,I am allergic to eggs.  Is this okay to eat?,ingredient.allergy
689,2016/10/29,Juice,apple juice,Silver Card Member,Manhattan,Male,40,A dark clump at the bottom of the bottle.,package_container
690,2016/10/29,Juice,peach juice,Silver Card Member,Queens,Female,20,"The contents leaked from the bottom, when I was holding an unopened pack.",package_container.leak
691,2016/10/29,Juice,apple juice,Silver Card Member,Brooklyn,Male,20, There was some juice leaking from the top of the juice pack.,package_container.leak
692,2016/10/30,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Female,30,"I got chocolate ice cream at a nearby supermarket, but there was something that looked like a needle inside the bag!",contamination_tampering
693,2016/10/30,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Male,40,I could only find 4 cups in the 6-pack.,amount.shortage
694,2016/10/30,Minerals,minerals,Silver Card Member,Bronx,Female,40,The bottle cap loosens up easily.,package_container
695,2016/10/30,Juice,peach juice,Silver Card Member,Manhattan,Male,30,Apple juice leaked from the bottom.,package_container.leak
696,2016/10/30,Juice,pine juice,Silver Card Member,Queens,Female,30, This is my first time calling. There was a stain on the package that seemed to be caused by a leak.,package_container.leak
697,2016/10/30,Juice,orange juice,Silver Card Member,Brooklyn,Male,40,"When I was holding an unopened pack, the contents leaked from the top of the juice pack.",package_container.leak
698,2016/10/30,Chocolate,chocolate muffin,Silver Card Member,Bronx,Female,50,It was a little more bitter than when I ate it before. Is it safe to eat?,other
699,2016/10/31,Muffin,muffin,Silver Card Member,Manhattan,Male,20,"Yesterday I bought muffin, but it was totally dry even after only one day.",change_of_properties
700,2016/10/31,N/A,N/A,N/A,N/A,N/A,N/A,Crank call.,other
701,2016/10/31,Jelly,mint jelly,Silver Card Member,Bronx,Male,60, There was a deep cut in the inside of the container.,package_container.torn
702,2016/11/1,Ice cream,vanilla ice cream,Golden Card Member,Brooklyn,Female,20,"I bought some ice cream for my daughter, but I found a bug inside a box!!",contamination_tampering
703,2016/11/1,Jelly,fruit jelly,Silver Card Member,Manhattan,Male,70,"I bought jelly today, but the expiration date was passed.",expiration_date
704,2016/11/1,Chocolate,chocolate cookie,Silver Card Member,Brooklyn,Female,30," I bought cookie at my local PQRST supermarket, but the inside of the bag was dirty.",package_container.dirt
705,2016/11/1,Juice,orange juice,Silver Card Member,Manhattan,Male,40, The contents were leaking.,package_container.leak
706,2016/11/1,Chocolate,chocolate muffin,Silver Card Member,Brooklyn,Female,30, I found the bag torn.  Is it okay to eat?,package_container.torn
707,2016/11/2,Chocolate,chocolate muffin,Golden Card Member,Manhattan,Male,40,"I bought chocolate muffin, but the bag was already torn.",package_container.torn
708,2016/11/3,Juice,orange juice,Silver Card Member,Queens,Female,50,"This is my first time calling. When I was holding an unopened pack, the contents leaked from the bottom. I am wondering if it is okay to drink?",package_container.leak
709,2016/11/4,Jelly,fruit jelly,Silver Card Member,Brooklyn,Male,20,"I like to buy fruit jelly made by ABCDE confectionery company, but this time I found something that looked like a nail inside the cup. Is this some sort of joke?",contamination_tampering
710,2016/11/4,Pastry,pastry,Silver Card Member,Bronx,Female,50,"I got some pastry, but it was empty inside.",amount.empty
711,2016/11/4,Coffee,black coffee,Silver Card Member,Manhattan,Male,60,This is my first time calling. There was a stain on the package that seemed to be caused by a leak.,package_container.leak
712,2016/11/4,Juice,orange juice,Silver Card Member,Bronx,Female,70,Some juice leaked from the top of the juice pack!,package_container.leak
713,2016/11/4,Chocolate,chocolate muffin,Silver Card Member,Manhattan,Male,30,"I bought the chocolate muffin yesterday, but it had a sour odor. Is it safe?",other
714,2016/11/5,Juice,orange juice,Silver Card Member,Queens,Female,40, This is my first time calling. There is a trace of a leak on the outside of the package.,package_container.leak
715,2016/11/5,Chocolate,chocolate muffin,Silver Card Member,Brooklyn,Male,40,"I bought muffin for my sons. The date hadn't expired yet, but it tasted sour.",other
716,2016/11/7,Juice,orange juice,Silver Card Member,Bronx,Female,60," I am a first-time caller. I purchased orange juice at my local PQRST supermarket, but it looked like there was a leak on the outside of the pack.",package_container.leak
717,2016/11/8,Chocolate,milk chocolate,Silver Card Member,Manhattan,Male,20,There was more in the package than it said on the label. Is it safe to eat?,amount.excess
718,2016/11/8,Juice,orange juice,Silver Card Member,Bronx,Female,40,"I left the pack in the fridge for about two days without opening the lid, but the contents were leaking from the bottom the pack.",package_container.leak
719,2016/11/8,Minerals,minerals,Not Member,Manhattan,Male,30,Don't you think the bottle is bigger than it needs to be?,package_container
720,2016/11/8,Cookie,cookie,Not Member,Queens,Female,50,There seems to be a mark that the juice pack was cut by a knife or something.,prank
721,2016/11/9,Pastry,pastry,Silver Card Member,Brooklyn,Male,40,"When I looked closely, I found the bag torn.",package_container.torn
722,2016/11/10,Juice,orange juice,Golden Card Member,Bronx,Female,50,It looked like there was a leak on the outside of the pack. I am wondering if it is okay to drink.,package_container.leak
723,2016/11/11,Juice,apple juice,Silver Card Member,Manhattan,Male,20,There is a chunk of settlement at the bottom of the juice bottle. I have saved the bottle without drinking it.,package_container
724,2016/11/11,Jelly,mint jelly,Silver Card Member,Bronx,Female,50,There was something like a nail inside the bag of jelly.,contamination_tampering
725,2016/11/11,Cookie,cookie,Silver Card Member,Manhattan,Male,50,My daughter is allergic to eggs.  Do you use eggs?,ingredient.allergy
726,2016/11/11,Juice,orange juice,Silver Card Member,Queens,Female,20,I am a first-time caller. The contents were leaking from the top of the juice pack.,package_container.leak
727,2016/11/11,Ice cream,vanilla ice cream,Golden Card Member,Brooklyn,Male,20,"The date hadn't expired yet, but it tasted bitter.",other
728,2016/11/12,Chocolate,chocolate,Silver Card Member,Bronx,Female,60," I bought chocolate for my child, but there was a lot more that was indicated on the package. Isn't this a problem?",amount.excess
729,2016/11/13,Juice,apple juice (bottle),Silver Card Member,Manhattan,Male,60,"I purchased apple juice, but I can't open up the bottle since the cap is on too tight.",package_container
730,2016/11/13,Juice,apple juice,Silver Card Member,Bronx,Female,20,"I bought apple juice at PQRST Supermarket, but there was some juice leaking from the straw hole. I am a first-time caller.",package_container
731,2016/11/13,Ice cream,strawberry ice cream,Silver Card Member,Manhattan,Male,40,When the new strawberry ice cream will be on sale?,production_plan.new_product
732,2016/11/14,Jelly,fruit jelly,Silver Card Member,Manhattan,Female,70,I am allergic to kiwis. Is it safe to eat?,ingredient.allergy
733,2016/11/15,Ice cream,chocolate ice cream,Silver Card Member,Brooklyn,Male,30,"I always buy chocolate ice cream, but it was only half full.",amount.shortage
734,2016/11/15,Chocolate,chocolate,Silver Card Member,Bronx,Female,30,"I got chocolate muffin at my local supermarket, but there was something that looked like a needle inside the bag. Is this a joke?",contamination_tampering
735,2016/11/15,Juice,apple juice,Silver Card Member,Manhattan,Male,20, It looked like there was a leak on the outside of the pack.,package_container.leak
736,2016/11/15,Juice,pine juice,Silver Card Member,Bronx,Female,50,"When I was holding an unopened pack, the contents leaked from the straw hole.",package_container
737,2016/11/16,Pastry,pastry,Silver Card Member,Manhattan,Male,30,The pastry was growing mold even before the expiration date.,change_of_properties
738,2016/11/16,Jelly,strawberry jelly,Silver Card Member,Queens,Female,60,"I bought strawberry jelly for my son, but the inside of the container was a cloudy white.",change_of_properties
739,2016/11/16,Jelly,fruit jelly,Not Member,Brooklyn,Male,20, Three cups missing from a dozen-pack of fruit jelly.,amount.shortage
740,2016/11/17,Ice cream,chocolate ice cream,Not Member,Bronx,Female,30,"I bought chocolate ice cream for my children, but the cup looked like it was already opened.",prank
741,2016/11/18,Muffin,muffin,Silver Card Member,Manhattan,Male,50,Do you use soy?,other
742,2016/11/18,Juice,orange juice,Golden Card Member,Bronx,Female,30,"I frequently buy fruit juice made by ABCDE confectionery company, but this time the contents were leaking from a bottle of apple juice since there was a crack in it.",package_container
743,2016/11/19,Juice,apple juice,Silver Card Member,Manhattan,Male,40,A dark clump at the bottom of the bottle.,package_container
744,2016/11/19,Chocolate,milk chocolate,Silver Card Member,Queens,Female,40,"I often buy 12-pack chocolate, but this time there were only 10 pieces.",amount.shortage
745,2016/11/19,Juice,apple juice,Silver Card Member,Brooklyn,Male,50,"This is my first time calling. When I was holding an unopened juice pack, the contents leaked from the hole for the straw. Is it okay to drink?",package_container
746,2016/11/19,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Female,40,"I bought ice cream at a nearby supermarket, but it had a sour odor.",other
747,2016/11/20,Juice,pine juice,Golden Card Member,Manhattan,Male,60,There was some juice leaking from the bottom of the juice pack.,package_container.leak
748,2016/11/20,Chocolate,chocolate muffin,Silver Card Member,Bronx,Female,50,It tasted a bit more bitter than when I had it the last time.,other
749,2016/11/21,Jelly,mint jelly,Silver Card Member,Manhattan,Male,70,The inside of the jelly container was a cloudy white.,change_of_properties
750,2016/11/21,Chocolate,chocolate,Silver Card Member,Queens,Female,20,There was something like a nail inside the bag. Is this a prank?,contamination_tampering
751,2016/11/21,Ice cream,vanilla ice cream,Silver Card Member,Brooklyn,Male,20, Two cups of ice cream missing from a half-dozen-pack.,amount.shortage
752,2016/11/21,Juice,orange juice,Silver Card Member,Bronx,Female,20,There was some juice leaking from the top of the juice pack. Is it safe?,package_container.leak
753,2016/11/21,Muffin,muffin,Silver Card Member,Manhattan,Male,30,The muffin has a rancid odor.,other
754,2016/11/21,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Female,30,"I bought ice cream for my child yesterday, but it had a sour odor.",other
755,2016/11/22,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Male,30, There was only half the usual amount.,amount.shortage
756,2016/11/22,Ice cream,chocolate ice cream,Silver Card Member,Queens,Female,50,One cup of ice cream missing from a 6-pack.,amount.shortage
757,2016/11/22,Ice cream,chocolate ice cream,Silver Card Member,Brooklyn,Male,60,There were three cups of ice cream missing from a 6-pack.,amount.shortage
758,2016/11/22,Tea,lemon tea,Silver Card Member,Bronx,Female,20,No straw.,package_container
759,2016/11/22,Ice cream,chocolate ice cream,Not Member,Manhattan,Male,30,"The ice cream had a rancid odor, and tasted sour.",other
760,2016/11/23,Ice cream,chocolate ice cream,Not Member,Bronx,Female,40, Three cups missing from a half-dozen-pack of ice cream.,amount.shortage
761,2016/11/23,Juice,orange juice,Silver Card Member,Manhattan,Male,30, There is a trace of a leak on the outside of the package.,package_container.leak
762,2016/11/23,Juice,orange juice (bottle),Golden Card Member,Queens,Female,50, Don't you think the bottle is bigger than it needs to be?,package_container
763,2016/11/24,Juice,apple juice (bottle),Silver Card Member,Brooklyn,Male,40,"I am a first-time caller. I purchased apple juice, but I can't open up the bottle since the cap is on too tight.",package_container
764,2016/11/24,Juice,apple juice (bottle),Silver Card Member,Bronx,Female,60,"I like to buy apple juice, but the bottle cap loosens up easily.",package_container
765,2016/11/24,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,40,"I bought some ice cream today, but it had a strange odor.",other
766,2016/11/25,Muffin,muffin,Silver Card Member,Bronx,Female,70,"It is before the expiration date, but the muffin was moldy.",change_of_properties
767,2016/11/25,Chocolate,chocolate,Golden Card Member,Manhattan,Male,20,"I often buy chocolate, but this time there were only 8 pieces in the 12-pack.",amount.shortage
768,2016/11/25,Juice,apple juice,Silver Card Member,Queens,Female,40," The contents leaked, when I was holding an unopened pack.",package_container.leak
769,2016/11/25,Juice,orange juice,Silver Card Member,Brooklyn,Male,20,"I bought orange juice today, but it had a strange odor.",other
770,2016/11/26,Juice,apple juice (bottle),Silver Card Member,Bronx,Female,30,The bottle cap loosens up easily.,package_container
771,2016/11/26,Minerals,minerals,Silver Card Member,Manhattan,Male,30,I can't open up the bottle since the cap is on too tight.,package_container
772,2016/11/26,Minerals,minerals,Silver Card Member,Bronx,Female,40,The bottle cap loosens up even if I close it tightly.,package_container
773,2016/11/27,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,20,"I bought vanilla ice cream for my son, but there was only half the usual amount. Is it safe?",amount.shortage
774,2016/11/27,Juice,orange juice,Silver Card Member,Queens,Female,20,Leaking from the straw hole.,package_container
775,2016/11/28,Pastry,pastry,Silver Card Member,Brooklyn,Male,50,"I bought some bread, but there was nothing inside.",amount.empty
776,2016/11/28,Juice,apple juice,Silver Card Member,Bronx,Female,50,There was some juice leaking from the hole for the straw of the juice pack.,package_container
777,2016/11/29,Jelly,apple jelly,Silver Card Member,Manhattan,Male,40,There was nothing inside.,amount.empty
778,2016/11/29,Juice,orange juice,Silver Card Member,Bronx,Female,40,There was some juice leaking from the top of the juice pack. Could you exchange it?,package_container.leak
779,2016/11/30,Chocolate,chocolate,Not Member,Manhattan,Male,50,I could only find 11 pieces of chocolate in the 12-pack.,amount.shortage
780,2016/12/1,Chocolate,chocolate,Not Member,Queens,Female,60, There was something like a piece of thread inside the bag of chocolate.,contamination_tampering
781,2016/12/1,Jelly,fruit jelly,Silver Card Member,Brooklyn,Male,60,There was more in the package than it said on the label.,amount.excess
782,2016/12/1,Jelly,fruit jelly,Golden Card Member,Bronx,Female,40,There was a deep bruise in the inside of the container.,package_container.torn
783,2016/12/1,Tea,lemon tea,Silver Card Member,Manhattan,Male,70, The straw was detached.,package_container
784,2016/12/2,Muffin,muffin,Silver Card Member,Bronx,Female,30,"I got some muffin, but there was something like a piece of thread inside the bag.",contamination_tampering
785,2016/12/2,Juice,pine juice,Silver Card Member,Manhattan,Male,50,Some juice leaked from the bottom of the pack.,package_container.leak
786,2016/12/2,Juice,pine juice,Silver Card Member,Queens,Female,20,"This is my first time calling. When I was holding an unopened juice pack, the contents leaked from the top. Is it okay to drink?",package_container.leak
787,2016/12/2,Juice,apple juice (bottle),Golden Card Member,Brooklyn,Male,30,There was a pungent odor as soon as I opened the bottle.,package_container
788,2016/12/3,Minerals,minerals,Silver Card Member,Bronx,Female,30,"I frequently buy fruit mix juice, but the bottle cap loosens up even if I close it tightly.",package_container
789,2016/12/3,Pastry,pastry,Silver Card Member,Manhattan,Male,50,There was a pungent odor when I opened the bag.,other
790,2016/12/3,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Female,60,It tasted sour and bitter!,other
791,2016/12/4,Juice,pine juice,Silver Card Member,Manhattan,Male,20,Could you tell me the name of the actor in the TV commercial of the pine juice?,ads
792,2016/12/4,Chocolate,chocolate muffin,Silver Card Member,Queens,Female,50,"I frequently buy chocolate muffin, but this time there were only 8 muffins in the 12-pack.",amount.shortage
793,2016/12/4,Minerals,minerals,Silver Card Member,Brooklyn,Male,40,The bottle won't open up. The cap is on too tight!,package_container
794,2016/12/5,Juice,apple juice (bottle),Silver Card Member,Bronx,Female,40,The bottle cap loosens up even if I close it tightly.,package_container
795,2016/12/6,Chocolate,milk chocolate,Silver Card Member,Manhattan,Male,30,Could you tell me the name of the actor in the TV commercial of the new milk chocolate?,ads
796,2016/12/6,Juice,orange juice,Silver Card Member,Bronx,Female,50,There is a chunk of settlement at the bottom of the juice bottle. I would like it exchanged.,package_container
797,2016/12/6,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,50,One cup of ice cream missing from a 6-pack.,amount.shortage
798,2016/12/6,Juice,apple juice,Silver Card Member,Queens,Female,60,It looked like there was a leak from the straw hole of the pack.,package_container
799,2016/12/7,Juice,pine juice,Not Member,Brooklyn,Male,20,There is a chunk of settlement at the bottom of the juice bottle. I have saved the bottle without drinking it.,package_container
800,2016/12/8,Chocolate,milk chocolate,Not Member,Bronx,Female,70,I love the ads for the new chocolate. Could you tell me the name of the actor in the commercial?,ads
801,2016/12/8,Pastry,pastry,Silver Card Member,Manhattan,Male,40,Do you use soy as an ingredient?,other
802,2016/12/8,Juice,orange juice,Golden Card Member,Bronx,Female,60,"I frequently buy juice made by ABCDE confectionery company, but the contents were leaking from the top of the juice pack.",package_container.leak
803,2016/12/8,Jelly,mint jelly,Silver Card Member,Manhattan,Male,20,It seemed that the bag was already opened.,prank
804,2016/12/8,Jelly,strawberry jelly,Silver Card Member,Queens,Female,20,The bag looked like it was already opened.,prank
805,2016/12/9,Juice,orange juice,Silver Card Member,Brooklyn,Male,30, There was some juice leaking from the bottom of the juice pack.,package_container.leak
806,2016/12/9,Juice,orange juice,Silver Card Member,Bronx,Female,20,Some juice leaked from the top of the juice pack.,package_container.leak
807,2016/12/9,Tea,lemon tea,Golden Card Member,Manhattan,Male,30,The straw was separated from the container.,package_container
808,2016/12/10,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Female,30,"I bought vanilla ice cream, but there were two cups too few in the 6-pack.",amount.shortage
809,2016/12/10,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,30,One cup of ice cream missing from a 6-pack.,amount.shortage
810,2016/12/11,Ice cream,chocolate ice cream,Silver Card Member,Queens,Female,40,"I like to buy chocolate ice cream from ABCDE confectionery company, but this time there was no spoon attached to the pack.",package_container
811,2016/12/12,Minerals,minerals,Silver Card Member,Brooklyn,Male,40,It would be nice if there were a bottle so that you could see how much juice is left.,package_container
812,2016/12/12,Tea,lemon tea,Silver Card Member,Bronx,Female,50, the straw was separated from the pack.,package_container
813,2016/12/13,Juice,apple juice,Silver Card Member,Manhattan,Male,50," I left the pack in the refrigerator for about three days without opening the lid, but the contents were leaking from the bottom of the pack.",package_container.leak
814,2016/12/14,Pastry,pastry,Silver Card Member,Bronx,Female,40,"I frequently buy pastry made by ABCDE confectionery company, but this time it was totally dry.",change_of_properties
815,2016/12/14,Chocolate,milk chocolate,Silver Card Member,Manhattan,Male,60,"I got milk chocolate for my son, but there was something like a piece of thread inside the bag.",contamination_tampering
816,2016/12/15,Juice,peach juice,Silver Card Member,Queens,Female,50," I left the pack in the refrigerator for about three days without opening the lid, but the contents were leaking from the bottom of the pack.",package_container.leak
817,2016/12/16,Chocolate,milk chocolate,Silver Card Member,Brooklyn,Male,70,There was something like a piece of thread inside the bag of chocolate. Is it okay to eat?,contamination_tampering
818,2016/12/16,Muffin,muffin,Silver Card Member,Bronx,Female,60,My child is allergic to eggs.  Do you use eggs as an ingredient?,ingredient.allergy
819,2016/12/16,Chocolate,chocolate cookie,Not Member,Manhattan,Male,20,The inside of the container was dirty. Could you exchange it?,package_container.dirt
820,2016/12/17,Jelly,fruit jelly,Not Member,Bronx,Female,20, Three cups missing from a dozen-pack of fruit jelly.,amount.shortage
821,2016/12/17,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,30, There was no spoon attached.,package_container
